bar_start,open,high,low,close,volume
2016-03-07 09:30:00,144.76,145.415,142.58,143.21,1056295
2016-03-07 10:30:00,143.24,145.3099,143.24,144.7482,488200
2016-03-07 11:30:00,144.79,146.24,144.52,144.54,352443
2016-03-07 12:30:00,144.5999,145.27,143.87,143.935,342906
2016-03-07 13:30:00,143.92,143.92,141.2501,141.791,590583
2016-03-07 14:30:00,141.87,142.56,140.57,142.5,564787
2016-03-07 15:30:00,142.5,143.61,142.2974,143.51,514509
2016-03-08 09:30:00,142.27,142.99,140.62,140.81,672462
2016-03-08 10:30:00,140.7695,142.0885,140.2046,141.11,422943
2016-03-08 11:30:00,141.08,142.29,139.95,140.63,512148
2016-03-08 12:30:00,140.645,141.46,140.58,141.41,352038
2016-03-08 13:30:00,141.43,142.47,141.36,141.55,251351
2016-03-08 14:30:00,141.57,142.0,140.36,140.36,391436
2016-03-08 15:30:00,140.37,140.62,139.4,139.63,494258
2016-03-09 09:30:00,140.75,141.99,140.49,141.54,581209
2016-03-09 10:30:00,141.54,142.57,140.63,141.1207,507244
2016-03-09 11:30:00,141.15,141.85,140.76,140.94,361050
2016-03-09 12:30:00,140.9375,141.23,140.471,140.99,252071
2016-03-09 13:30:00,141.0001,141.72,140.98,141.584,310717
2016-03-09 14:30:00,141.55,141.91,140.6,140.67,227420
2016-03-09 15:30:00,140.68,141.97,140.68,141.96,689040
2016-03-10 09:30:00,143.46,145.8,142.29,145.5,1198339
2016-03-10 10:30:00,145.49,145.5614,142.9025,143.02,1058045
2016-03-10 11:30:00,143.0999,144.72,142.7,144.71,572371
2016-03-10 12:30:00,144.75,144.8,142.0,143.0,755574
2016-03-10 13:30:00,143.0,143.5,142.12,142.89,478522
2016-03-10 14:30:00,142.9,144.5,142.6,144.49,511225
2016-03-10 15:30:00,144.46,144.53,143.54,144.42,634856
2016-03-11 09:30:00,145.99,150.02,145.48,147.85,2070054
2016-03-11 10:30:00,147.91,149.51,147.82,148.99,791926
2016-03-11 11:30:00,149.0,149.58,148.7741,149.42,601079
2016-03-11 12:30:00,149.43,149.55,148.92,149.0901,351380
2016-03-11 13:30:00,149.0913,149.4499,148.29,148.99,354708
2016-03-11 14:30:00,149.015,149.27,148.32,148.68,462261
2016-03-11 15:30:00,148.68,149.06,148.2101,148.82,782661
2016-03-14 09:30:00,147.11,148.59,145.99,148.5302,712911
2016-03-14 10:30:00,148.51,149.19,148.2,148.71,353975
2016-03-14 11:30:00,148.71,148.83,147.84,148.27,287107
2016-03-14 12:30:00,148.25,148.39,147.4721,147.54,283849
2016-03-14 13:30:00,147.54,147.74,147.08,147.73,278199
2016-03-14 14:30:00,147.7294,148.31,147.5,147.9603,430010
2016-03-14 15:30:00,147.94,148.56,147.63,148.14,364039
2016-03-15 09:30:00,148.23,149.98,146.08,147.84,955168
2016-03-15 10:30:00,147.9,148.5,147.4401,148.12,335944
2016-03-15 11:30:00,148.16,148.34,147.86,148.31,305717
2016-03-15 12:30:00,148.34,148.53,148.0438,148.34,171368
2016-03-15 13:30:00,148.32,148.81,147.75,148.145,400628
2016-03-15 14:30:00,148.1201,148.62,147.91,148.16,341812
2016-03-15 15:30:00,148.15,148.73,148.08,148.5,449112
2016-05-31 09:30:00,154.0,154.4,153.45,153.619,357169
2016-05-31 10:30:00,153.59,153.9,153.32,153.7,140272
2016-05-31 11:30:00,153.61,154.08,153.5,153.55,422700
2016-05-31 12:30:00,153.55,154.95,153.38,154.83,404182
2016-05-31 13:30:00,154.84,154.92,153.59,154.069,320843
