date,nav,gross_exp,n_pos
2021-05-14 09:30:00,997285.221936846,20039.54433950021,1
2021-05-17 09:30:00,997285.221936846,20039.54433950021,1
2021-05-18 09:30:00,997285.221936846,20039.54433950021,1
2021-05-19 09:30:00,997285.221936846,20039.54433950021,1
2021-05-20 09:30:00,997285.221936846,20039.54433950021,1
2021-05-21 09:30:00,997285.221936846,20039.54433950021,1
2021-05-24 09:30:00,997285.221936846,20039.54433950021,1
2021-05-25 09:30:00,998920.4987150321,0.0,0
2021-05-26 09:30:00,998920.4987150321,0.0,0
2021-05-27 09:30:00,998920.4987150321,0.0,0
2021-05-28 09:30:00,998920.4987150321,0.0,0
2021-06-01 09:30:00,998920.4987150321,0.0,0
2021-06-02 09:30:00,998920.4987150321,0.0,0
2021-06-03 09:30:00,998920.4987150321,0.0,0
2021-06-04 09:30:00,998920.4987150321,0.0,0
2021-06-07 09:30:00,998920.4987150321,0.0,0
2021-06-08 09:30:00,998920.4987150321,0.0,0
2021-06-09 09:30:00,998920.4987150321,0.0,0
2021-07-21 09:30:00,998920.4987150321,0.0,0
2021-07-22 09:30:00,998920.4987150321,0.0,0
2021-07-23 09:30:00,998920.4987150321,0.0,0
2021-07-26 09:30:00,998920.4987150321,0.0,0
2021-07-27 09:30:00,998680.7793711602,79906.44795729662,4
2021-07-28 09:30:00,998590.8998986422,119852.48071520778,6
2021-07-29 09:30:00,998255.5381365304,39955.62124400283,2
2021-07-30 09:30:00,998255.5381365304,39955.62124400283,2
2021-08-02 09:30:00,998255.5381365304,39955.62124400283,2
2021-08-03 09:30:00,998255.5381365304,39955.62124400283,2
2021-08-04 09:30:00,998255.5381365304,39955.62124400283,2
2021-08-05 09:30:00,998255.5381365304,39955.62124400283,2
2021-08-06 09:30:00,997962.3161426627,19978.409974300645,1
2021-08-09 09:30:00,997962.3161426627,19978.409974300645,1
2021-08-10 09:30:00,998140.2191267195,0.0,0
2021-08-11 09:30:00,998140.2191267195,0.0,0
2021-08-12 09:30:00,998140.2191267195,0.0,0
2021-08-13 09:30:00,998140.2191267195,0.0,0
2021-08-16 09:30:00,998140.2191267195,0.0,0
2021-08-17 09:30:00,998140.2191267195,0.0,0
2021-10-21 09:30:00,998140.2191267195,0.0,0
2021-10-22 09:30:00,998140.2191267195,0.0,0
2021-10-25 09:30:00,998140.2191267195,0.0,0
2021-10-26 09:30:00,998140.2191267195,0.0,0
2021-10-27 09:30:00,997414.8506216138,59884.81991468041,3
2021-10-28 09:30:00,996406.89915498,39896.64915133243,2
2021-10-29 09:30:00,996459.6416007867,39868.62344224927,2
2021-11-01 09:30:00,996192.7914037094,179355.63614201554,9
2021-11-02 09:30:00,996331.9417424252,139505.02221751338,7
2021-11-03 09:30:00,999140.6263249014,79725.21549686213,4
2021-11-04 09:30:00,999331.0705903242,19934.909768417685,1
2021-11-05 09:30:00,999331.0705903242,19934.909768417685,1
2021-11-08 09:30:00,999331.0705903242,19934.909768417685,1
2021-11-09 09:30:00,999331.0705903242,19934.909768417685,1
2021-11-10 09:30:00,999331.0705903242,19934.909768417685,1
2021-11-11 09:30:00,999331.0705903242,19934.909768417685,1
2021-11-12 09:30:00,996622.021273374,0.0,0
2021-11-15 09:30:00,996622.021273374,0.0,0
2021-11-16 09:30:00,996622.021273374,0.0,0
2021-11-17 09:30:00,996622.021273374,0.0,0
2021-11-18 09:30:00,996622.021273374,0.0,0
2022-01-20 09:30:00,996622.021273374,0.0,0
2022-01-21 09:30:00,996622.021273374,0.0,0
2022-01-24 09:30:00,996622.021273374,0.0,0
2022-01-25 09:30:00,996622.021273374,0.0,0
2022-01-26 09:30:00,996352.9620288375,99651.43914767062,5
2022-01-27 09:30:00,996352.9620288375,99651.43914767062,5
2022-01-28 09:30:00,996668.8911679488,99656.5623425484,5
2022-01-31 09:30:00,996579.1936587228,159454.90182656125,8
2022-02-01 09:30:00,996545.0624718252,139523.6573475193,7
2022-02-02 09:30:00,996455.3761068475,199314.5673326542,10
2022-02-03 09:30:00,996455.3761068475,199314.5673326542,10
2022-02-04 09:30:00,996455.3761068475,199314.5673326542,10
2022-02-07 09:30:00,996689.8959529903,179384.26401025517,9
2022-02-08 09:30:00,996689.8959529903,179384.26401025517,9
2022-02-09 09:30:00,997018.80023565,99663.81463124222,5
2022-02-10 09:30:00,995959.2941174253,79732.91338180572,4
2022-02-11 09:30:00,994802.6280070951,39865.55966198859,2
2022-02-14 09:30:00,1003887.1143127709,0.0,0
2022-02-15 09:30:00,1003887.1143127709,0.0,0
2022-02-16 09:30:00,1003887.1143127709,0.0,0
2022-02-17 09:30:00,1003887.1143127709,0.0,0
2022-02-22 09:30:00,1003887.1143127709,0.0,0
2022-02-23 09:30:00,1003887.1143127709,0.0,0
2022-02-24 09:30:00,1003887.1143127709,0.0,0
2022-02-25 09:30:00,1003887.1143127709,0.0,0
2022-02-28 09:30:00,1003887.1143127709,0.0,0
2022-03-01 09:30:00,1003887.1143127709,0.0,0
2022-03-02 09:30:00,1003887.1143127709,0.0,0
2022-03-03 09:30:00,1003887.1143127709,0.0,0
2022-03-04 09:30:00,1003887.1143127709,0.0,0
2022-03-07 09:30:00,1003887.1143127709,0.0,0
2022-03-08 09:30:00,1003887.1143127709,0.0,0
2022-03-09 09:30:00,1003887.1143127709,0.0,0
2022-03-10 09:30:00,1003887.1143127709,0.0,0
2022-03-11 09:30:00,1003887.1143127709,0.0,0
2022-03-14 09:30:00,1003887.1143127709,0.0,0
2022-03-15 09:30:00,1003887.1143127709,0.0,0
2022-03-16 09:30:00,1003887.1143127709,0.0,0
2022-04-14 09:30:00,1003887.1143127709,0.0,0
2022-04-18 09:30:00,1003887.1143127709,0.0,0
2022-04-19 09:30:00,1003887.1143127709,0.0,0
2022-04-20 09:30:00,1003781.9343819213,60225.99916065835,3
2022-04-21 09:30:00,1003781.9343819213,60225.99916065835,3
2022-04-22 09:30:00,1003781.9343819213,60225.99916065835,3
2022-04-25 09:30:00,1003781.9343819213,60225.99916065835,3
2022-04-26 09:30:00,1003781.9343819213,60225.99916065835,3
2022-04-27 09:30:00,1005694.5841824239,0.0,0
2022-04-28 09:30:00,1005634.242507373,20113.89168364848,1
2022-04-29 09:30:00,1005634.242507373,20113.89168364848,1
2022-05-02 09:30:00,1005749.0194701275,20113.89168364848,1
2022-05-03 09:30:00,1005749.0194701275,20113.89168364848,1
2022-05-04 09:30:00,1005483.4340023863,0.0,0
2022-05-05 09:30:00,1005483.4340023863,0.0,0
2022-05-06 09:30:00,1005483.4340023863,0.0,0
2022-05-09 09:30:00,1005483.4340023863,0.0,0
2022-05-10 09:30:00,1005483.4340023863,0.0,0
2022-05-11 09:30:00,1005483.4340023863,0.0,0
2022-05-12 09:30:00,1005483.4340023863,0.0,0
2022-05-13 09:30:00,1005483.4340023863,0.0,0
2022-05-16 09:30:00,1005483.4340023863,0.0,0
2022-05-17 09:30:00,1005483.4340023863,0.0,0
2022-05-18 09:30:00,1005483.4340023863,0.0,0
2022-05-19 09:30:00,1005483.4340023863,0.0,0
2022-05-20 09:30:00,1005483.4340023863,0.0,0
2022-05-23 09:30:00,1005483.4340023863,0.0,0
2022-05-24 09:30:00,1005483.4340023863,0.0,0
2022-07-14 09:30:00,1005483.4340023863,0.0,0
2022-07-15 09:30:00,1005483.4340023863,0.0,0
2022-07-18 09:30:00,1005483.4340023863,0.0,0
2022-07-19 09:30:00,1005483.4340023863,0.0,0
2022-07-20 09:30:00,1005362.7796100464,40218.13077997465,2
2022-07-21 09:30:00,1005362.7796100464,40218.13077997465,2
2022-07-22 09:30:00,1005362.7796100464,40218.13077997465,2
2022-07-25 09:30:00,1005731.5982319767,20109.668680047726,1
2022-07-26 09:30:00,1005731.5982319767,20109.668680047726,1
2022-07-27 09:30:00,1005701.4262840297,40224.30064468726,2
2022-07-28 09:30:00,1005493.9189681604,40224.30064468726,2
2022-07-29 09:30:00,1005493.9189681604,40224.30064468726,2
2022-08-01 09:30:00,1005343.1030246259,120660.19445642683,6
2022-08-02 09:30:00,1005330.3296641054,100550.919373415,5
2022-08-03 09:30:00,1004831.4058697087,80441.25069336727,4
2022-08-04 09:30:00,1004801.2609275327,100537.87881076145,5
2022-08-05 09:30:00,1004801.2609275327,100537.87881076145,5
2022-08-08 09:30:00,1004801.2609275327,100537.87881076145,5
2022-08-09 09:30:00,1004801.2609275327,100537.87881076145,5
2022-08-10 09:30:00,1007917.7008764931,80423.24684612191,4
2022-08-11 09:30:00,1007917.7008764931,80423.24684612191,4
2022-08-12 09:30:00,1004539.0466517329,20108.67180475934,1
2022-08-15 09:30:00,1003178.3850584477,0.0,0
2022-08-16 09:30:00,1003178.3850584477,0.0,0
2022-08-17 09:30:00,1003178.3850584477,0.0,0
2022-08-18 09:30:00,1003178.3850584477,0.0,0
2022-08-19 09:30:00,1003178.3850584477,0.0,0
2022-08-22 09:30:00,1003148.289706896,20063.567701168955,1
2022-08-23 09:30:00,1003148.289706896,20063.567701168955,1
2022-08-24 09:30:00,1003148.289706896,20063.567701168955,1
2022-08-25 09:30:00,1003148.289706896,20063.567701168955,1
2022-08-26 09:30:00,1003148.289706896,20063.567701168955,1
2022-08-29 09:30:00,1003148.289706896,20063.567701168955,1
2022-08-30 09:30:00,1003148.289706896,20063.567701168955,1
2022-08-31 09:30:00,1003148.289706896,20063.567701168955,1
2022-09-01 09:30:00,1003148.289706896,20063.567701168955,1
2022-09-02 09:30:00,1003148.289706896,20063.567701168955,1
2022-10-13 09:30:00,1001152.1663645261,0.0,0
2022-10-14 09:30:00,1001152.1663645261,0.0,0
2022-10-17 09:30:00,1001152.1663645261,0.0,0
2022-10-18 09:30:00,1001152.1663645261,0.0,0
2022-10-19 09:30:00,1001032.0317087101,40044.88527198141,2
2022-10-20 09:30:00,1001032.0317087101,40044.88527198141,2
2022-10-21 09:30:00,1001032.0317087101,40044.88527198141,2
2022-10-24 09:30:00,1001032.0317087101,40044.88527198141,2
2022-10-25 09:30:00,1001032.0317087101,40044.88527198141,2
2022-10-26 09:30:00,1001434.6989434812,80082.56289708997,4
2022-10-27 09:30:00,1001784.5658256918,40044.88527198141,2
2022-10-28 09:30:00,1001724.4587517423,60080.57658849524,3
2022-10-31 09:30:00,1000961.4870937486,100145.94871247752,5
2022-11-01 09:30:00,1000961.4870937486,100145.94871247752,5
2022-11-02 09:30:00,1001979.9357530857,60101.06344049612,3
2022-11-03 09:30:00,1001979.9357530857,60101.06344049612,3
2022-11-04 09:30:00,1001889.7602641867,120218.05603983253,6
2022-11-07 09:30:00,1001224.4597713597,100179.05851273227,5
2022-11-08 09:30:00,1001224.4597713597,100179.05851273227,5
2022-11-09 09:30:00,1001224.4597713597,100179.05851273227,5
2022-11-10 09:30:00,1003956.8107594345,40066.57426546127,2
2022-11-11 09:30:00,1003956.8107594345,40066.57426546127,2
2022-11-14 09:30:00,1000547.9876703606,0.0,0
2022-11-15 09:30:00,1000547.9876703606,0.0,0
2022-11-16 09:30:00,1000547.9876703606,0.0,0
2022-11-17 09:30:00,1000547.9876703606,0.0,0
2022-11-18 09:30:00,1000547.9876703606,0.0,0
2022-11-21 09:30:00,1000547.9876703606,0.0,0
2022-11-22 09:30:00,1000547.9876703606,0.0,0
2022-11-29 09:30:00,1000547.9876703606,0.0,0
2022-11-30 09:30:00,1000547.9876703606,0.0,0
2022-12-01 09:30:00,1000547.9876703606,0.0,0
2022-12-02 09:30:00,1000547.9876703606,0.0,0
2022-12-05 09:30:00,1000547.9876703606,0.0,0
2022-12-06 09:30:00,1000547.9876703606,0.0,0
2022-12-07 09:30:00,1000547.9876703606,0.0,0
2022-12-08 09:30:00,1000547.9876703606,0.0,0
2022-12-09 09:30:00,1000547.9876703606,0.0,0
2022-12-12 09:30:00,1000547.9876703606,0.0,0
2022-12-13 09:30:00,1000547.9876703606,0.0,0
2022-12-14 09:30:00,1000547.9876703606,0.0,0
2022-12-15 09:30:00,1000547.9876703606,0.0,0
2022-12-16 09:30:00,1000547.9876703606,0.0,0
2023-01-19 09:30:00,1000547.9876703606,0.0,0
2023-01-20 09:30:00,1000547.9876703606,0.0,0
2023-01-23 09:30:00,1000547.9876703606,0.0,0
2023-01-24 09:30:00,1000547.9876703606,0.0,0
2023-01-25 09:30:00,1000547.9876703606,0.0,0
2023-01-26 09:30:00,1000487.9547911003,20010.959753407213,1
2023-01-27 09:30:00,1000427.9255138129,40020.71884922922,2
2023-01-30 09:30:00,1000427.9255138129,40020.71884922922,2
2023-01-31 09:30:00,1000427.9255138129,40020.71884922922,2
2023-02-01 09:30:00,1000277.869428263,120051.35142183267,6
2023-02-02 09:30:00,1000277.869428263,120051.35142183267,6
2023-02-03 09:30:00,1000187.8471207378,180066.2231053685,9
2023-02-06 09:30:00,1000187.8471207378,180066.2231053685,9
2023-02-07 09:30:00,998811.6175227711,140052.10693641953,7
2023-02-08 09:30:00,998751.597249389,120045.34914238664,6
2023-02-09 09:30:00,1003875.7508347421,100034.38938897943,5
2023-02-10 09:30:00,1004360.4787911321,80026.43113545846,4
2023-02-13 09:30:00,1004360.4787911321,80026.43113545846,4
2023-02-14 09:30:00,1004360.4787911321,80026.43113545846,4
2023-02-15 09:30:00,1005440.415483719,40010.51461040886,2
2023-02-16 09:30:00,1005440.415483719,40010.51461040886,2
2023-02-17 09:30:00,1004175.3377698745,0.0,0
2023-02-22 09:30:00,1004175.3377698745,0.0,0
2023-02-23 09:30:00,1004175.3377698745,0.0,0
2023-02-24 09:30:00,1004175.3377698745,0.0,0
2023-02-27 09:30:00,1004175.3377698745,0.0,0
2023-02-28 09:30:00,1004175.3377698745,0.0,0
2023-03-01 09:30:00,1004175.3377698745,0.0,0
2023-03-02 09:30:00,1004175.3377698745,0.0,0
2023-03-03 09:30:00,1004175.3377698745,0.0,0
2023-03-06 09:30:00,1004175.3377698745,0.0,0
2023-03-07 09:30:00,1004175.3377698745,0.0,0
2023-03-08 09:30:00,1004175.3377698745,0.0,0
2023-03-09 09:30:00,1004175.3377698745,0.0,0
2023-03-10 09:30:00,1004175.3377698745,0.0,0
2023-03-13 09:30:00,1004175.3377698745,0.0,0
2023-04-13 09:30:00,1004175.3377698745,0.0,0
2023-04-14 09:30:00,1004175.3377698745,0.0,0
2023-04-17 09:30:00,1004175.3377698745,0.0,0
2023-04-18 09:30:00,1004175.3377698745,0.0,0
2023-04-19 09:30:00,1003061.2625980151,40165.808500389656,2
2023-04-20 09:30:00,1002439.9771769816,20083.50675539749,1
2023-04-21 09:30:00,1002516.8559770345,0.0,0
2023-04-24 09:30:00,1002516.8559770345,0.0,0
2023-04-25 09:30:00,1002516.8559770345,0.0,0
2023-04-26 09:30:00,1002516.8559770345,0.0,0
2023-04-27 09:30:00,1002456.704965676,20050.33711954069,1
2023-04-28 09:30:00,1002456.704965676,20050.33711954069,1
2023-05-01 09:30:00,1002426.631264527,40099.47121885421,2
2023-05-02 09:30:00,1002188.7945157167,20050.33711954069,1
2023-05-03 09:30:00,1002188.7945157167,20050.33711954069,1
2023-05-04 09:30:00,1002188.7945157167,20050.33711954069,1
2023-05-05 09:30:00,1002031.3669575314,60137.28758689265,3
2023-05-08 09:30:00,1002031.3669575314,60137.28758689265,3
2023-05-09 09:30:00,1002031.3669575314,60137.28758689265,3
2023-05-10 09:30:00,1002031.3669575314,60137.28758689265,3
2023-05-11 09:30:00,1000785.8985118506,40086.95046735196,2
2023-05-12 09:30:00,1000785.8985118506,40086.95046735196,2
2023-05-15 09:30:00,1000785.8985118506,40086.95046735196,2
2023-05-16 09:30:00,1000785.8985118506,40086.95046735196,2
2023-05-17 09:30:00,1000785.8985118506,40086.95046735196,2
2023-05-18 09:30:00,1000785.8985118506,40086.95046735196,2
2023-05-19 09:30:00,1008772.7510195923,0.0,0
2023-05-22 09:30:00,1008772.7510195923,0.0,0
2023-05-23 09:30:00,1008772.7510195923,0.0,0
2023-07-13 09:30:00,1008772.7510195923,0.0,0
2023-07-14 09:30:00,1008772.7510195923,0.0,0
2023-07-17 09:30:00,1008772.7510195923,0.0,0
2023-07-18 09:30:00,1008772.7510195923,0.0,0
2023-07-19 09:30:00,1008651.7019210518,40349.69951348247,2
2023-07-20 09:30:00,1008651.7019210518,40349.69951348247,2
2023-07-21 09:30:00,1008651.7019210518,40349.69951348247,2
2023-07-24 09:30:00,1008651.7019210518,40349.69951348247,2
2023-07-25 09:30:00,1008102.59616091,20174.244493090624,1
2023-07-26 09:30:00,1012250.8785765843,80987.96653541556,4
2023-07-27 09:30:00,1012056.7415021259,80987.96653541556,4
2023-07-28 09:30:00,1011996.0180976357,101229.10136545807,5
2023-07-31 09:30:00,1012318.5459013795,161944.00487042443,8
2023-08-01 09:30:00,1012469.9229627746,80987.96653541556,4
2023-08-02 09:30:00,1012469.9229627746,80987.96653541556,4
2023-08-03 09:30:00,1012469.9229627746,80987.96653541556,4
2023-08-04 09:30:00,1012439.5488650857,101237.36499467105,5
2023-08-07 09:30:00,1012439.5488650857,101237.36499467105,5
2023-08-08 09:30:00,1012439.5488650857,101237.36499467105,5
2023-08-09 09:30:00,1012740.3740577694,20249.39845925549,1
2023-08-10 09:30:00,1012740.3740577694,20249.39845925549,1
2023-08-11 09:30:00,1012740.3740577694,20249.39845925549,1
2023-08-14 09:30:00,1012740.3740577694,20249.39845925549,1
2023-08-15 09:30:00,1012740.3740577694,20249.39845925549,1
2023-08-16 09:30:00,1012740.3740577694,20249.39845925549,1
2023-08-17 09:30:00,1012740.3740577694,20249.39845925549,1
2023-08-18 09:30:00,1012764.6788038049,0.0,0
2023-08-21 09:30:00,1012764.6788038049,0.0,0
2023-08-22 09:30:00,1012764.6788038049,0.0,0
2023-10-06 09:30:00,1012764.6788038049,0.0,0
2023-10-09 09:30:00,1012764.6788038049,0.0,0
2023-10-10 09:30:00,1012764.6788038049,0.0,0
2023-10-11 09:30:00,1012764.6788038049,0.0,0
2023-10-12 09:30:00,1012612.772305187,81017.52842437921,4
2023-10-13 09:30:00,1011779.6337750498,60764.05777003622,3
2023-10-16 09:30:00,1012060.7060507684,40509.3718527674,2
2023-10-17 09:30:00,1012060.7060507684,40509.3718527674,2
2023-10-18 09:30:00,1012060.7060507684,40509.3718527674,2
2023-10-19 09:30:00,1012060.7060507684,40509.3718527674,2
2023-10-20 09:30:00,1012060.7060507684,40509.3718527674,2
2023-10-23 09:30:00,1012060.7060507684,40509.3718527674,2
2023-10-24 09:30:00,1011901.999000614,80990.58564016796,4
2023-10-25 09:30:00,1012044.2934132498,101204.55510877389,5
2023-10-26 09:30:00,1012240.5312705839,101228.16900775548,5
2023-10-27 09:30:00,1012240.5312705839,101228.16900775548,5
2023-10-30 09:30:00,1011845.0340638794,141701.32516461436,7
2023-10-31 09:30:00,1011845.0340638794,141701.32516461436,7
2023-11-01 09:30:00,1011845.0340638794,141701.32516461436,7
2023-11-02 09:30:00,1011845.0340638794,141701.32516461436,7
2023-11-03 09:30:00,1012157.8147243647,161931.22157311565,8
2023-11-06 09:30:00,1012315.9183028858,141687.45796572012,7
2023-11-07 09:30:00,1011215.7967311534,101199.49107220198,5
2023-11-08 09:30:00,1012806.1482343354,20244.81062541168,1
2023-11-09 09:30:00,1012806.1482343354,20244.81062541168,1
2023-11-10 09:30:00,1012806.1482343354,20244.81062541168,1
2023-11-13 09:30:00,1014862.2043877984,0.0,0
2023-11-14 09:30:00,1014862.2043877984,0.0,0
2023-11-15 09:30:00,1014862.2043877984,0.0,0
2023-11-16 09:30:00,1014862.2043877984,0.0,0
2023-11-17 09:30:00,1014862.2043877984,0.0,0
2023-11-20 09:30:00,1014862.2043877984,0.0,0
2023-11-21 09:30:00,1014862.2043877984,0.0,0
2023-12-06 09:30:00,1014862.2043877984,0.0,0
2023-12-07 09:30:00,1014862.2043877984,0.0,0
2023-12-08 09:30:00,1014862.2043877984,0.0,0
2023-12-11 09:30:00,1014862.2043877984,0.0,0
2023-12-12 09:30:00,1014862.2043877984,0.0,0
2023-12-13 09:30:00,1014862.2043877984,0.0,0
2023-12-14 09:30:00,1014862.2043877984,0.0,0
2023-12-15 09:30:00,1014862.2043877984,0.0,0
2023-12-18 09:30:00,1014862.2043877984,0.0,0
2023-12-19 09:30:00,1014862.2043877984,0.0,0
2023-12-20 09:30:00,1014862.2043877984,0.0,0
2023-12-21 09:30:00,1014862.2043877984,0.0,0
2023-12-22 09:30:00,1014862.2043877984,0.0,0
2024-01-18 09:30:00,1014862.2043877984,0.0,0
2024-01-19 09:30:00,1014862.2043877984,0.0,0
2024-01-22 09:30:00,1014862.2043877984,0.0,0
2024-01-23 09:30:00,1014862.2043877984,0.0,0
2024-01-24 09:30:00,1014686.2578927213,60886.8611438927,3
2024-01-25 09:30:00,1014475.9069697977,81179.36867823766,4
2024-01-26 09:30:00,1014060.1097513638,101468.88681763361,5
2024-01-29 09:30:00,1013962.4555062228,81175.29601460758,4
2024-01-30 09:30:00,1013962.4555062228,81175.29601460758,4
2024-01-31 09:30:00,1013962.4555062228,81175.29601460758,4
2024-02-01 09:30:00,1013962.4555062228,81175.29601460758,4
2024-02-02 09:30:00,1013962.4555062228,81175.29601460758,4
2024-02-05 09:30:00,1013901.6186714587,121733.18585738319,6
2024-02-06 09:30:00,1013901.6186714587,121733.18585738319,6
2024-02-07 09:30:00,1016407.6420331084,81139.91551651651,4
2024-02-08 09:30:00,1018264.0078876936,60847.407982171564,3
2024-02-09 09:30:00,1018925.6727030133,40557.88984277561,2
2024-02-12 09:30:00,1018925.6727030133,40557.88984277561,2
2024-02-13 09:30:00,1018925.6727030133,40557.88984277561,2
2024-02-14 09:30:00,1018925.6727030133,40557.88984277561,2
2024-02-15 09:30:00,1018925.6727030133,40557.88984277561,2
2024-02-16 09:30:00,1018623.5421302771,0.0,0
2024-02-20 09:30:00,1018623.5421302771,0.0,0
2024-02-21 09:30:00,1018623.5421302771,0.0,0
2024-02-22 09:30:00,1018623.5421302771,0.0,0
2024-02-23 09:30:00,1018623.5421302771,0.0,0
2024-02-26 09:30:00,1018623.5421302771,0.0,0
2024-02-27 09:30:00,1018623.5421302771,0.0,0
2024-04-18 09:30:00,1018623.5421302771,0.0,0
2024-04-19 09:30:00,1018623.5421302771,0.0,0
2024-04-22 09:30:00,1018623.5421302771,0.0,0
2024-04-23 09:30:00,1018623.5421302771,0.0,0
2024-04-24 09:30:00,1018623.5421302771,0.0,0
2024-04-25 09:30:00,1018501.3109722662,40743.71933696053,2
2024-04-26 09:30:00,1018754.9049062766,40748.791519971724,2
2024-04-29 09:30:00,1019651.0527545905,20372.470842605544,1
2024-04-30 09:30:00,1019651.0527545905,20372.470842605544,1
2024-05-01 09:30:00,1019651.0527545905,20372.470842605544,1
2024-05-02 09:30:00,1019651.0527545905,20372.470842605544,1
2024-05-03 09:30:00,1019589.8746091111,61157.90116215751,3
2024-05-06 09:30:00,1019654.5516651133,40785.43031955197,2
2024-05-07 09:30:00,1020365.505206288,20393.02105509181,1
2024-05-08 09:30:00,1020365.505206288,20393.02105509181,1
2024-05-09 09:30:00,1020365.505206288,20393.02105509181,1
2024-05-10 09:30:00,1020365.505206288,20393.02105509181,1
2024-05-13 09:30:00,1020365.505206288,20393.02105509181,1
2024-05-14 09:30:00,1020365.505206288,20393.02105509181,1
2024-05-15 09:30:00,1020365.505206288,20393.02105509181,1
2024-05-16 09:30:00,1020365.505206288,20393.02105509181,1
2024-05-17 09:30:00,1023884.6522501864,0.0,0
2024-05-20 09:30:00,1023884.6522501864,0.0,0
2024-05-21 09:30:00,1023884.6522501864,0.0,0
2024-05-24 09:30:00,1023884.6522501864,0.0,0
2024-05-28 09:30:00,1023884.6522501864,0.0,0
2024-05-29 09:30:00,1023884.6522501864,0.0,0
2024-05-30 09:30:00,1023823.2191710515,0.0,0
2024-05-31 09:30:00,1023823.2191710515,0.0,0
2024-06-03 09:30:00,1023823.2191710515,0.0,0
2024-06-04 09:30:00,1023823.2191710515,0.0,0
2024-06-05 09:30:00,1023823.2191710515,0.0,0
2024-06-06 09:30:00,1023823.2191710515,0.0,0
2024-06-07 09:30:00,1023823.2191710515,0.0,0
2024-06-10 09:30:00,1023823.2191710515,0.0,0
2024-06-11 09:30:00,1023823.2191710515,0.0,0
2024-06-12 09:30:00,1023823.2191710515,0.0,0
2024-07-18 09:30:00,1023823.2191710515,0.0,0
2024-07-19 09:30:00,1023823.2191710515,0.0,0
2024-07-22 09:30:00,1023823.2191710515,0.0,0
2024-07-23 09:30:00,1023823.2191710515,0.0,0
2024-07-24 09:30:00,1023823.2191710515,0.0,0
