event_date,primary,dependent,event_type,beta,r2,revenue_pct,expected_a,expected_b,actual_return,score_a,score_b,direction,is_liquid,is_htb,skipped,skip_reason,score_h1,score_h2,score_h3,score_h4,score_h7,score_h14,score_h21,score_h35,score_h49,score_h70
2021-01-27,NOC,SYPR,Earnings,1.0,0.0,0.23,0.012682215469263914,0.0029169095579307004,-0.08407001334192529,7.628969011421849,29.821604397486297,long,True,True,False,,16.904559577306575,29.821604397486297,13.065866632433423,-42.99420677253052,-20.499169739463106,20.254023465083833,12.424093335712502,-1.2053183036051267,-39.51173613172899,-144.14650520976429
2021-01-27,NOC,MRCY,Earnings,1.0,0.0,0.12,0.012682215469263914,0.0015218658563116696,-0.033255644663823074,3.6222267508717274,22.851889590597732,long,True,False,False,,10.214164200136802,22.851889590597732,12.39862746791193,15.814739642316951,17.665464985701306,10.468163505680868,18.121881894091786,15.074308572792365,52.48772591202369,50.6468088592649
2021-01-27,NOC,CVU,Earnings,1.0,0.0,0.08,0.012682215469263914,0.001014577237541113,-0.0061789668994539915,1.4872151016854334,7.090188771067915,long,True,True,False,,4.306472651346246,7.090188771067915,6.239697708058503,-3.0339256393500316,-18.778384553045157,-3.9206699206119384,-7.560120877172284,43.10881012624481,-140.89822597602603,-152.5709145054407
2021-01-27,GD,OPXS,Earnings,1.0,0.0,0.1848,0.0,0.0,,0.0,0.0,long,False,True,True,zero volume bars,,,,,,,,,,
2021-01-27,GD,GHM,Earnings,1.0,0.0,0.1819,0.050391316106337694,0.009166180399742827,-0.04705136218243312,1.933719652869227,6.133148174102402,long,True,False,False,,3.359564853829061,6.133148174102402,3.2928546884914627,0.42028394279832526,1.622434094542856,7.927731508537388,5.961007045648746,7.397447698335254,9.4032725236912,12.66942295726177
2021-01-29,CVX,DXC,Earnings,1.0,0.0,0.31,-0.012603827026114699,-0.003907186378095557,0.0008961236721321021,-1.0710993312011792,-1.2293526812941264,long,True,False,False,,0.8247474987162712,-1.2293526812941264,-1.1773425369345614,-2.350555771206871,-0.06902702691515769,25.151587511938978,26.338779333602982,33.1392348728796,55.10013083590118,52.04927087785687
2021-01-29,CVX,MUR,Earnings,1.0,0.0,0.19,-0.012603827026114699,-0.0023947271349617927,0.028588895158620155,-3.268270986215928,-12.938268348504884,long,True,False,False,,-17.757471609729556,-12.938268348504884,-5.027034572122344,-1.268885292884901,3.351645944198486,14.637191266632165,14.473592862839856,11.802201567655857,-12.150704916682182,2.661135783772139
2021-01-29,CVX,RIG,Earnings,1.0,0.0,0.149,-0.012603827026114699,-0.00187797022689109,0.06906952851817479,-6.480044146517171,-37.77881977528304,long,True,False,False,,-37.762825353388045,-37.77881977528304,-35.91266810569405,-36.89487999399888,-40.90845541565453,-37.24153103264996,8.90287513265141,-31.479017615167887,-23.32844107889395,4.342743857752446
2021-01-29,CVX,TPL,Earnings,1.0,0.0,0.11,-0.012603827026114699,-0.0013864209728726169,0.028902540890407648,-3.293155946247324,-21.846872238612036,long,True,False,False,,-4.7581667851453675,-21.846872238612036,-13.094711643834339,-6.099341611612866,-25.60808279870825,-23.662485493585734,-31.627458111698704,-89.85537737548192,-94.27937007443262,-147.74920920174608
2021-02-02,XOM,PAGP,Earnings,1.0,0.0,0.3,0.011548559262781422,0.003464567778834426,0.023319803111950817,-1.019282456046759,-5.730941520155864,short,True,False,False,,-7.7194528035451375,-5.730941520155864,-6.032424945919919,-4.038458007684771,-2.2349289417195033,11.004839425060402,11.212225008835512,7.978895225432481,42.50573327226628,40.67023618989291
2021-02-02,XOM,IMO,Earnings,1.0,0.0,0.2994,0.011548559262781422,0.0034576386432767577,-0.020099153866381968,2.7404035784062963,6.812971203761845,long,True,False,False,,5.147281048345158,6.812971203761845,8.827166732459771,12.889872595239689,14.216864962799617,12.71620037807508,10.614878506056794,24.767820401358936,25.255571342591246,26.201322766360974
2021-02-02,XOM,PUMP,Earnings,1.0,0.0,0.249,0.011548559262781422,0.002875591256432574,-0.007684957684957711,1.6654473090617212,3.672479152858318,long,True,False,False,,5.412201372258943,3.672479152858318,5.146377513360069,5.9212777963234275,4.7322144474863785,13.045143606355147,-3.5973287025635172,-26.244572109822844,-21.71369937198402,-20.422554914475196
2021-02-02,XOM,PVL,Earnings,1.0,0.0,0.23,0.011548559262781422,0.002656168630439727,-0.06023276240667537,6.215608374699422,23.676558150867056,long,True,True,False,,18.141758412622174,23.676558150867056,19.47275581046746,17.95802290226752,14.861800539360605,-4.749743417399989,12.528421560839963,0.13609175108792926,-32.357605591960876,-74.08974760638934
2021-02-04,COP,SFL,Earnings,1.0,0.0,0.13,0.0,0.0,-0.005947397240916443,2.3500378407547515,0.0,long,False,False,True,below threshold,,,,,,,,,,
2021-02-04,COP,STR,Earnings,1.0,0.0,0.11,0.0,0.0,,0.0,0.0,long,False,False,True,zero volume bars,,,,,,,,,,
2021-02-04,COP,TPL,Earnings,1.0,0.0,0.1,0.0,0.0,0.028160642890044173,-5.392364925616208,0.0,long,False,False,True,below threshold,,,,,,,,,,
2021-02-25,OXY,TPL,Earnings,1.0,0.0,0.19,-0.014507403183033287,-0.0027564066047763244,0.03141416040759281,-3.165388251174568,-12.396780269339832,long,False,False,False,,-7.4540206581453,-12.396780269339832,-9.113539613852218,-11.220850739050132,1.4011365593315377,-0.9098552880353112,3.8537631181449625,-12.817689677622273,1.5413117693473684,-47.3577976761409
2021-02-25,OXY,PUMP,Earnings,1.0,0.0,0.137,-0.014507403183033287,-0.0019875142360755603,0.0004375533140908868,-1.0301606916531152,-1.2201510339643435,long,True,False,False,,-15.920119647926066,-1.2201510339643435,-0.13238199152889293,-9.053396036802413,-0.9695186002261077,-23.927793585067672,-36.87783379703542,-12.069477990287679,-50.07207556811097,-28.2477436909484
2021-02-25,OXY,STR,Earnings,1.0,0.0,0.1,0.0,0.0,,0.0,0.0,long,False,False,True,zero volume bars,,,,,,,,,,
2021-04-20,LMT,AIRI,Earnings,1.0,0.0,0.302,0.01283078562285693,0.0038748972581027926,-0.024341715591244845,2.8971336835277017,7.281899614330138,long,True,True,False,,8.975155272673476,7.281899614330138,9.46774046134492,7.274804139823856,10.325283189200157,-0.7640878973022304,3.3854111940167155,-20.300847624649716,-22.382068258866166,-9.648349112176813
2021-04-20,LMT,CVU,Earnings,1.0,0.0,0.24,0.0,0.0,0.0023558834660538236,0.8163882138396091,0.2349508909983715,long,False,True,True,below threshold,,,,,,,,,,
2021-04-20,LMT,EMKR,Earnings,1.0,0.0,0.2391,0.01283078562285693,0.003067840842425092,-0.008413687327621933,1.6557421793903002,3.742543619365538,long,True,True,False,,0.17742010066962438,3.742543619365538,1.118179112684083,1.0483312430120604,4.792017675012523,-0.14007130271967655,-0.9526412482111093,-10.408298449764548,-9.890158009412865,8.593996751256514
2021-04-20,LMT,SIF,Earnings,1.0,0.0,0.1108,0.01283078562285693,0.0014216510470125478,-0.01136291868318244,1.885598046540532,8.992762152892888,long,False,True,False,,10.325263761602862,8.992762152892888,-1.5038966697025518,2.406296292586309,19.66631365837902,18.32036191920783,-2.913277239463278,24.173649501461895,53.364589671459065,79.01249996194628
2021-04-20,LMT,TTMI,Earnings,1.0,0.0,0.1105,0.01283078562285693,0.0014178018113256909,0.017400862910523403,-0.3561806285287221,-11.273127859988435,short,True,False,False,,-9.95316351215462,-11.273127859988435,-12.86179470697863,-14.134084344324043,-8.174856766850388,-1.0094122959186318,-1.5455581301557368,-2.145818997350333,-2.145818997350333,13.588615201028817
