bar_start,open,high,low,close,volume
2020-04-13 09:30:00,35.11,35.22,33.52,34.2125,10447971
2020-04-13 10:30:00,34.22,34.22,33.2595,33.93,5746395
2020-04-13 11:30:00,33.92,34.22,33.54,33.8329,3576294
2020-04-13 12:30:00,33.8301,33.9072,33.56,33.7201,3328546
2020-04-13 13:30:00,33.725,34.01,33.6601,33.73,3568802
2020-04-13 14:30:00,33.74,33.815,33.52,33.73,3149612
2020-04-13 15:30:00,33.74,34.02,33.66,33.8,3478353
