bar_start,open,high,low,close,volume
2021-01-21 09:30:00,341.5,343.61,333.51,340.7001,319785
2021-01-21 10:30:00,340.7,341.27,339.2,339.56,208121
2021-01-21 11:30:00,339.5467,341.67,338.88,339.61,211459
2021-01-21 12:30:00,339.6,340.34,338.96,339.87,155490
2021-01-21 13:30:00,339.8012,340.7,339.51,339.58,163422
2021-01-21 14:30:00,339.62,341.67,339.13,339.295,202467
2021-01-21 15:30:00,339.295,340.41,339.25,339.7,259636
2021-01-22 09:30:00,339.5,339.65,337.12,338.66,288893
2021-01-22 10:30:00,338.72,339.97,338.0,338.62,163276
2021-01-22 11:30:00,338.68,340.7013,337.71,340.2899,183067
2021-01-22 12:30:00,340.1678,340.42,338.92,339.88,104239
2021-01-22 13:30:00,339.84,340.49,339.5,340.185,174562
2021-01-22 14:30:00,340.2,341.84,340.085,341.23,180385
2021-01-22 15:30:00,341.23,341.69,339.61,339.8323,209827
2021-01-25 09:30:00,339.49,346.26,337.8,345.6375,522676
2021-01-25 10:30:00,345.68,346.92,339.36,341.71,354587
2021-01-25 11:30:00,341.71,345.8748,339.56,343.693,187598
2021-01-25 12:30:00,343.5601,344.67,342.925,344.67,156188
2021-01-25 13:30:00,344.62,345.52,343.2401,343.5745,183786
2021-01-25 14:30:00,343.5084,343.8651,342.1524,343.165,157462
2021-01-25 15:30:00,343.12,344.47,342.74,343.5,250991
2021-01-26 09:30:00,339.0,344.0,333.01,335.78,874278
2021-01-26 10:30:00,335.78,336.4499,333.7001,334.9035,483877
2021-01-26 11:30:00,334.92,337.43,334.19,337.335,307127
2021-01-26 12:30:00,337.355,339.33,333.08,333.1665,441101
2021-01-26 13:30:00,333.21,333.57,331.67,333.2367,482523
2021-01-26 14:30:00,333.18,333.79,332.55,333.255,324453
2021-01-26 15:30:00,333.1925,333.31,330.69,330.69,486811
2021-01-27 09:30:00,332.39,339.36,329.65,332.8372,546877
2021-01-27 10:30:00,332.83,334.95,332.5,334.95,310666
2021-01-27 11:30:00,334.905,335.75,332.8001,334.08,263095
2021-01-27 12:30:00,334.085,335.75,332.5701,332.91,226162
2021-01-27 13:30:00,332.81,334.07,330.73,331.835,307305
2021-01-27 14:30:00,331.78,334.19,330.93,332.85,365210
2021-01-27 15:30:00,332.7,334.425,331.0,332.95,421991
2021-01-28 09:30:00,332.14,334.5,331.62,333.0,333045
2021-01-28 10:30:00,332.965,334.6642,331.1596,334.1101,249515
2021-01-28 11:30:00,334.23,334.77,332.04,332.6301,183574
2021-01-28 12:30:00,332.64,333.21,331.66,331.73,136192
2021-01-28 13:30:00,331.84,332.43,329.5801,329.74,228566
2021-01-28 14:30:00,329.75,330.0213,328.18,328.26,277722
2021-01-28 15:30:00,328.2,329.4,327.095,327.9399,294598
2021-01-29 09:30:00,328.0,328.0,323.0,326.0101,441518
2021-01-29 10:30:00,326.18,328.98,325.51,325.54,211373
2021-01-29 11:30:00,325.54,326.7899,323.92,324.1,217582
2021-01-29 12:30:00,324.14,327.93,322.3822,323.43,234314
2021-01-29 13:30:00,323.53,325.0,322.51,324.53,194971
2021-01-29 14:30:00,324.5749,324.72,323.2801,323.4736,185711
2021-01-29 15:30:00,323.43,327.7897,321.72,321.78,364730
2021-02-01 09:30:00,324.51,325.49,319.8,322.605,485511
2021-02-01 10:30:00,322.75,324.3499,321.5401,323.9577,170589
2021-02-01 11:30:00,323.84,324.65,322.6201,323.3,154035
2021-02-01 12:30:00,323.4,324.6599,322.7549,324.29,137902
2021-02-01 13:30:00,324.27,324.72,323.05,324.53,175150
2021-02-01 14:30:00,324.62,325.69,324.07,324.28,184690
2021-02-01 15:30:00,324.235,324.52,323.45,324.16,202082
2021-02-02 09:30:00,327.43,333.33,326.64,332.5,528511
2021-02-02 10:30:00,332.525,333.8,324.03,331.185,285063
2021-02-02 11:30:00,331.245,334.1751,327.02,332.7621,205271
2021-02-02 12:30:00,332.71,334.0,324.03,333.18,150526
2021-02-02 13:30:00,333.08,333.94,332.5,333.69,172905
2021-02-02 14:30:00,333.74,334.9,333.705,334.835,246271
2021-02-02 15:30:00,334.9,335.23,332.72,332.72,328741
2021-02-03 09:30:00,331.68,333.44,324.0,330.68,344047
2021-02-03 10:30:00,330.68,330.97,328.3,329.2681,257406
2021-02-03 11:30:00,329.31,331.88,329.1185,331.3753,193192
2021-02-03 12:30:00,331.2301,331.99,330.32,331.86,136468
2021-02-03 13:30:00,331.7378,332.1375,330.6501,331.7095,139602
2021-02-03 14:30:00,331.7148,333.3,331.36,332.99,184257
2021-02-03 15:30:00,333.05,333.13,331.77,332.14,326279
