bar_start,open,high,low,close,volume
2021-01-22 09:30:00,150.41,151.8,149.7401,150.26,211573
2021-01-22 10:30:00,150.2429,150.92,149.9152,150.61,111575
2021-01-22 11:30:00,150.68,152.1874,150.61,152.0168,106127
2021-01-22 12:30:00,152.03,152.21,151.4401,151.7701,75168
2021-01-22 13:30:00,151.8268,152.12,151.6,151.97,109104
2021-01-22 14:30:00,151.94,152.86,151.93,152.845,151576
2021-01-22 15:30:00,152.86,153.15,152.64,152.715,238324
2021-01-25 09:30:00,151.82,154.98,151.11,154.975,267087
2021-01-25 10:30:00,154.915,155.72,152.62,152.9991,263437
2021-01-25 11:30:00,152.97,153.58,152.41,153.1701,132632
2021-01-25 12:30:00,153.17,154.47,153.02,154.455,128008
2021-01-25 13:30:00,154.47,154.53,153.48,153.52,139227
2021-01-25 14:30:00,153.52,154.23,152.63,152.77,168902
2021-01-25 15:30:00,152.84,153.7,152.415,153.17,347052
2021-01-26 09:30:00,154.34,154.77,152.16,152.5,249249
2021-01-26 10:30:00,152.56,152.8,151.59,152.21,121570
2021-01-26 11:30:00,152.2039,152.39,151.2,151.9382,154421
2021-01-26 12:30:00,151.98,151.98,150.53,150.55,138793
2021-01-26 13:30:00,150.67,151.43,150.115,151.1053,180745
2021-01-26 14:30:00,151.12,151.356,150.44,150.825,215621
2021-01-26 15:30:00,150.84,150.98,150.02,150.23,359757
2021-01-27 09:30:00,150.75,157.795,148.12,157.47,621930
2021-01-27 10:30:00,157.56,158.99,155.87,157.23,346414
2021-01-27 11:30:00,157.0623,158.4899,156.81,157.2286,233442
2021-01-27 12:30:00,157.115,157.2931,155.62,155.83,236985
2021-01-27 13:30:00,155.83,156.09,153.22,153.22,186207
2021-01-27 14:30:00,153.345,157.71,152.42,153.15,250844
2021-01-27 15:30:00,153.1,153.22,151.77,152.79,333344
2021-01-28 09:30:00,153.16,153.75,151.52,152.65,160897
2021-01-28 10:30:00,152.69,152.81,151.49,151.6526,140043
2021-01-28 11:30:00,151.7928,152.98,151.52,152.8528,111502
2021-01-28 12:30:00,152.815,153.05,152.35,152.44,135965
2021-01-28 13:30:00,152.58,152.6499,151.07,151.875,170524
2021-01-28 14:30:00,151.91,151.9548,150.01,150.0101,204607
2021-01-28 15:30:00,150.065,150.95,149.62,150.32,521130
2021-01-29 09:30:00,149.12,151.16,147.01,150.16,735409
2021-01-29 10:30:00,150.17,150.37,148.5001,148.75,288676
2021-01-29 11:30:00,148.69,149.1,148.07,148.52,211278
2021-01-29 12:30:00,148.45,149.075,147.53,148.0637,224657
2021-01-29 13:30:00,148.06,148.4816,147.627,147.96,296981
2021-01-29 14:30:00,147.975,148.0,147.28,147.61,448012
2021-01-29 15:30:00,147.61,148.15,146.62,146.67,460422
2021-02-01 09:30:00,147.42,148.12,146.51,147.0,345963
2021-02-01 10:30:00,147.0,147.62,146.7401,147.6099,182223
2021-02-01 11:30:00,147.6099,148.0492,147.24,147.31,179449
2021-02-01 12:30:00,147.34,148.21,147.34,148.14,155659
2021-02-01 13:30:00,148.14,148.45,147.8801,148.17,191878
2021-02-01 14:30:00,148.19,148.6,147.56,147.7258,231895
2021-02-01 15:30:00,147.71,148.23,147.19,147.45,286329
2021-02-02 09:30:00,148.5,151.045,148.33,150.6841,370689
2021-02-02 10:30:00,150.66,151.13,149.95,150.105,220114
2021-02-02 11:30:00,150.1,150.78,148.32,150.4,200252
2021-02-02 12:30:00,150.41,151.38,147.67,151.2051,179602
2021-02-02 13:30:00,151.13,151.393,150.83,151.0148,205229
2021-02-02 14:30:00,151.09,151.405,150.29,150.47,303269
2021-02-02 15:30:00,150.45,150.5468,149.79,149.96,261964
2021-02-03 09:30:00,149.3,151.08,148.7065,150.84,262155
2021-02-03 10:30:00,150.88,152.3142,150.82,151.7274,196122
2021-02-03 11:30:00,151.73,153.24,151.53,152.8426,242539
2021-02-03 12:30:00,152.83,153.69,152.45,153.6699,172423
2021-02-03 13:30:00,153.5852,153.82,153.21,153.26,126041
2021-02-03 14:30:00,153.32,153.4,152.6365,153.3872,135530
2021-02-03 15:30:00,153.42,153.525,152.76,153.08,220662
